node_id,node_name,source,direction,broker_host,broker_port,current_topic,domain,role,current_payload,current_qos,current_retain,proposed_suffix,proposed_full_topic,proposed_payload,proposed_retain,migration_status,contract_present,notes,occurrences,node_ids,node_names,sources
029b611c762d7219,Inbound Router Luci,function_literal,function_reference,,,zara/android/domotica,lights,READ_ONLY,unknown,,,,,unknown,true,DYNAMIC_TOPIC,no,,2,029b611c762d7219 ; b5960f2b4677e29c,Inbound Router Luci ; Outbound Router Luci,function_literal
029b611c762d7219,Inbound Router Luci,function_application_topic,application_mapping,,,zara/android/domotica/light/([^/]+,lights,READ_ONLY,unknown,,,light/([^/]+,${baseTopic}/light/([^/]+,unknown,true,CURRENT_APP_NAMESPACE,no,Topic proposto non ancora presente nel contratto.,1,029b611c762d7219,Inbound Router Luci,function_application_topic
b5960f2b4677e29c,Outbound Router Luci,function_literal,function_reference,,,zara/domotics/lights/livinglamp,lights,READ_ONLY,unknown,,,light/sala/state,${baseTopic}/light/sala/state,unknown,true,LEGACY_MAP,no,Topic proposto non ancora presente nel contratto.,2,b49453f6cdbbab3d ; b5960f2b4677e29c,Outbound Router Luci ; b49453f6cdbbab3d,function_literal ; mqtt_node
b5960f2b4677e29c,Outbound Router Luci,function_literal,function_reference,,,zara/domotics/lights/poolfloor,lights,READ_ONLY,unknown,,,light/luciPedanaPiscina/state,${baseTopic}/light/luciPedanaPiscina/state,unknown,true,LEGACY_MAP,no,Topic proposto non ancora presente nel contratto.,2,3174da2bdd10ea30 ; b5960f2b4677e29c,3174da2bdd10ea30 ; Outbound Router Luci,function_literal ; mqtt_node
b5960f2b4677e29c,Outbound Router Luci,function_literal,function_reference,,,zara/domotics/lights/poollight,lights,READ_ONLY,unknown,,,light/luciPiscina/state,${baseTopic}/light/luciPiscina/state,unknown,true,LEGACY_MAP,no,Topic proposto non ancora presente nel contratto.,2,b5960f2b4677e29c ; c5fbbdc4bdf7fbe0,Outbound Router Luci ; c5fbbdc4bdf7fbe0,function_literal ; mqtt_node
b5960f2b4677e29c,Outbound Router Luci,function_literal,function_reference,,,zara/domotics/lights/poolpump,lights,READ_ONLY,unknown,,,light/pompaPiscina/state,${baseTopic}/light/pompaPiscina/state,unknown,true,LEGACY_MAP,no,Topic proposto non ancora presente nel contratto.,2,04eee2d096fc8523 ; b5960f2b4677e29c,04eee2d096fc8523 ; Outbound Router Luci,function_literal ; mqtt_node
b5960f2b4677e29c,Outbound Router Luci,function_literal,function_reference,,,zara/domotics/lights/poolskimmer,lights,READ_ONLY,unknown,,,light/skimmerPiscina/state,${baseTopic}/light/skimmerPiscina/state,unknown,true,LEGACY_MAP,no,Topic proposto non ancora presente nel contratto.,2,3f8fefa8f0d98ffd ; b5960f2b4677e29c,3f8fefa8f0d98ffd ; Outbound Router Luci,function_literal ; mqtt_node
b5960f2b4677e29c,Outbound Router Luci,function_literal,function_reference,,,zara/domotics/lights/readinglight,lights,READ_ONLY,unknown,,,light/tavolinoLettura/state,${baseTopic}/light/tavolinoLettura/state,unknown,true,LEGACY_MAP,no,Topic proposto non ancora presente nel contratto.,2,5d2d6ba3ad4c3262 ; b5960f2b4677e29c,5d2d6ba3ad4c3262 ; Outbound Router Luci,function_literal ; mqtt_node
b5960f2b4677e29c,Outbound Router Luci,function_literal,function_reference,,,zara/domotics/lights/shelflamp,lights,READ_ONLY,unknown,,,light/libreria/state,${baseTopic}/light/libreria/state,unknown,true,LEGACY_MAP,no,Topic proposto non ancora presente nel contratto.,2,8e3fcbfc031083cc ; b5960f2b4677e29c,8e3fcbfc031083cc ; Outbound Router Luci,function_literal ; mqtt_node
b5960f2b4677e29c,Outbound Router Luci,function_literal,function_reference,,,zara/domotics/lights/tvlamp,lights,READ_ONLY,unknown,,,light/televisione/state,${baseTopic}/light/televisione/state,unknown,true,LEGACY_MAP,no,Topic proposto non ancora presente nel contratto.,2,b5960f2b4677e29c ; f169b915a19f8af6,Outbound Router Luci ; f169b915a19f8af6,function_literal ; mqtt_node
b51bd73002b7f88b,b51bd73002b7f88b,mqtt_node,bridge_to_broker,192.168.1.20,1883,zara/domotics/luciECO,lights,READ_ONLY,unknown,0,true,system/luci_eco/state,${baseTopic}/system/luci_eco/state,unknown,true,LEGACY_MAP,no,Topic proposto non ancora presente nel contratto.,3,b51bd73002b7f88b ; c698d126b68e11f8 ; cf899af1e8162086,Outbound Router Settaggi ; b51bd73002b7f88b ; c698d126b68e11f8,function_literal ; mqtt_node
3bfeb435fb6e3132,3bfeb435fb6e3132,mqtt_node,bridge_to_broker,192.168.1.20,1883,zara/domotics/luciPiscinaAuto,lights,READ_ONLY,unknown,0,true,system/luci_piscina_auto/state,${baseTopic}/system/luci_piscina_auto/state,unknown,true,LEGACY_MAP,no,Topic proposto non ancora presente nel contratto.,3,3bfeb435fb6e3132 ; 5b7675e55cbc4b81 ; cf899af1e8162086,3bfeb435fb6e3132 ; 5b7675e55cbc4b81 ; Outbound Router Settaggi,function_literal ; mqtt_node
b5960f2b4677e29c,Outbound Router Luci,function_literal,function_reference,,,zigbee2mqtt/Luce_Cucina,lights,READ_ONLY,unknown,,,,,unknown,true,OBSOLETE,no,Dispositivo luce dichiarato obsoleto nel progetto.,1,b5960f2b4677e29c,Outbound Router Luci,function_literal
b5960f2b4677e29c,Outbound Router Luci,function_literal,function_reference,,,zigbee2mqtt/Luce_Libreria,lights,READ_ONLY,unknown,,,,,unknown,true,PHYSICAL_TOPIC,no,,1,b5960f2b4677e29c,Outbound Router Luci,function_literal
