node_id,type,name,topic,group_id,disabled,wired_inputs,wired_outputs,x,y
640beab93ecc16d5,mqtt in,emon/bagnoServizio/Switch,emon/bagnoServizio/Switch,,False,0,1,160,5120
02203dd29b1ea54d,change,change,,,False,1,1,420,5120
7c2c8d08421e6e75,ui_switch,topic,topic,945edaef9a208643,False,1,0,650,5120
270b711ae74078b0,inject,inject,,,False,0,2,520,5180
319d24de17cbec63,mqtt in,zara/domotics/SmallBathroomThermostatMinValue,zara/domotics/SmallBathroomThermostatMinValue,,False,0,2,230,5220
814e40e68d1cc9c9,ui_text_input,Min temp,topic,945edaef9a208643,True,2,1,720,5220
229316b4e9e7ac36,change,change,,,False,2,1,970,5220
672bbe5e1d0b113d,mqtt out,zara/domotics/SmallBathroomThermostatMinValue,zara/domotics/SmallBathroomThermostatMinValue,,False,1,0,1350,5220
bae566f7c8849a82,mqtt in,zara/domotics/SmallBathroomThermostatMaxValue,zara/domotics/SmallBathroomThermostatMaxValue,,False,0,2,230,5260
0e211eaa88c0bfce,ui_text_input,Max temp,topic,945edaef9a208643,True,2,1,720,5260
6889de3e0afea8a3,change,change,,,False,2,1,970,5260
7d28c8c458bcf67f,mqtt out,zara/domotics/SmallBathroomThermostatMaxValue,zara/domotics/SmallBathroomThermostatMaxValue,,False,1,0,1350,5260
2f0b3352ed0ea368,inject,inject,,,False,0,2,520,5300
b7a9ec63ac2f5757,ui_slider,Min temp,topic,945edaef9a208643,False,2,1,780,5380
a409927c4e7d7dd2,ui_slider,Max temp,topic,945edaef9a208643,False,2,1,780,5420
bd10bc4fddbbdf95,ui_button,Tasmota Settings,,945edaef9a208643,False,0,1,790,5760
8f2063c50153934e,function,regolazione termostati assenza/vacnza,,,False,1,2,410,5800
7db57965.76d468,ui_button,Tasmota Settings,,cb9fc429ce2122c2,False,0,1,790,5800
ece06122.7e762,trigger,reset msg,topic,,False,3,1,1000,5800
5e1f0081.6dc3c,ui_template,window redirect,,cb9fc429ce2122c2,False,1,0,1240,5800
ebb0f92477748866,inject,inject,,,True,0,2,140,5820
8f691b093d10b3ee,function,regolazione termostati a 17,,,False,1,2,380,5840
23caf401.9d6d4c,ui_button,Tasmota Settings,,48196d137af1665e,False,0,1,790,5840
7f18e1cc67d66009,mqtt in,TeslaPowerwall/site_instant_power,TeslaPowerwall/site_instant_power,,False,0,1,180,5980
46e5f22bb686e6d5,function,function 15,,,False,1,1,410,5980
7f4c5ab7d06972f4,ui_chart,ui_chart,,b2afdb29f0818310,False,1,0,630,5980
befea991116a2325,link out,link out 1,,,False,1,0,395,6060
bdedc751c74c7950,link out,dashboard out,,,False,1,0,395,6100
b0bc205fa5169a65,mqtt in,homeassistant_voice,homeassistant_voice,,False,0,3,160,6160
4779910914cbd26b,ui_toast,ui_toast,,,False,1,0,610,6160
