node_id,direction,flow,node_name,topic,dynamic_topic,qos,retain,datatype,broker_name,broker_host,broker_port,disabled
1ecc2374fb50c3c8,SUBSCRIBE,Dashboard Android App,,emon/bagnoServizio/temperature,no,2,,auto,emoncms mqtt,192.168.1.15,1883,False
0299dab27d7f86b5,SUBSCRIBE,Dashboard Android App,,cmnd/SmallBathroomThermostat/TEMPTARGETSET,no,2,,auto,domopi mqtt,192.168.1.20,1883,False
58751d9fae3db0b1,PUBLISH,Dashboard Android App,,cmnd/SmallBathroomThermostat/TEMPTARGETSET,no,,true,,domopi mqtt,192.168.1.20,1883,False
640beab93ecc16d5,SUBSCRIBE,Dashboard Android App,,emon/bagnoServizio/Switch,no,2,,auto,emoncms mqtt,192.168.1.15,1883,False
672bbe5e1d0b113d,PUBLISH,Dashboard Android App,,zara/domotics/SmallBathroomThermostatMinValue,no,0,true,,emoncms mqtt,192.168.1.15,1883,False
7d28c8c458bcf67f,PUBLISH,Dashboard Android App,,zara/domotics/SmallBathroomThermostatMaxValue,no,0,true,,emoncms mqtt,192.168.1.15,1883,False
319d24de17cbec63,SUBSCRIBE,Dashboard Android App,,zara/domotics/SmallBathroomThermostatMinValue,no,2,,auto,emoncms mqtt,192.168.1.15,1883,False
bae566f7c8849a82,SUBSCRIBE,Dashboard Android App,,zara/domotics/SmallBathroomThermostatMaxValue,no,2,,auto,emoncms mqtt,192.168.1.15,1883,False
43cfe2f970bb9c81,PUBLISH,Dashboard Android App,,emon/cameraMatrimoniale/humidex,no,,,,emoncms mqtt,192.168.1.15,1883,False
0b4112e939342807,PUBLISH,Dashboard Android App,,emon/emonth5/humidex,no,,,,emoncms mqtt,192.168.1.15,1883,False
08db19e17a531f07,SUBSCRIBE,Dashboard Android App,emon/weather/RelativeHumidity,emon/weather/extHumidity,no,2,,auto-detect,emoncms mqtt,192.168.1.15,1883,False
45d314fcacd88210,SUBSCRIBE,Dashboard Android App,,shellies/shelly1-771284/relay/0,no,2,,auto,emoncms mqtt,192.168.1.15,1883,False
ecd6f9eba4b883a3,PUBLISH,Dashboard Android App,,zara/domotics/porch_sensor,no,0,true,,domopi mqtt,192.168.1.20,1883,False
31482396d58350b8,SUBSCRIBE,Dashboard Android App,,zara/domotics/porch_sensor,no,0,,auto,domopi mqtt,192.168.1.20,1883,False
ab7d6c30422ecc82,SUBSCRIBE,AI climate,EmonCMS Setpoint,emon/AC/command,no,2,,auto-detect,emoncms mqtt,192.168.1.15,1883,False
e881e9441da96819,PUBLISH,AI climate,EmonCMS Setpoint,emon/AC/command,no,2,true,,emoncms mqtt,192.168.1.15,1883,False
5d5092c20b221701,PUBLISH,AI climate,,casa/clima/stato_completo,no,,,,domopi mqtt,192.168.1.20,1883,False
967f5b09eecc39c0,SUBSCRIBE,AI climate,MQTT bedroom humidex,zara/domotics/BedroomHumidex,no,2,,auto-detect,emoncms mqtt,192.168.1.15,1883,False
4cb939ccb3e11c7f,SUBSCRIBE,AI climate,MQTT living humidex,zara/domotics/LivingHumidex,no,2,,auto-detect,emoncms mqtt,192.168.1.15,1883,False
21d6585848d13e87,SUBSCRIBE,AI climate,MQTT SOC Batt,TeslaPowerwall/SOE,no,2,,auto-detect,emoncms mqtt,192.168.1.15,1883,False
3d009f9701cfbcad,SUBSCRIBE,AI climate,MQTT Potenza Casa (Load W),TeslaPowerwall/load_instant_power,no,2,,auto-detect,emoncms mqtt,192.168.1.15,1883,False
aa9bad7c1fd25c9e,SUBSCRIBE,AI climate,MQTT Potenza Produzione FV (FV W),TeslaPowerwall/solar_instant_power,no,2,,auto-detect,emoncms mqtt,192.168.1.15,1883,False
4f51be0bb2407353,SUBSCRIBE,AI climate,MQTT temperatura living,emon/emonth5/temperature_calibrated,no,2,,auto-detect,emoncms mqtt,192.168.1.15,1883,False
9b107edb60e160c7,SUBSCRIBE,AI climate,MQTT AC Power,emon/AC/emeter_power,no,2,,auto-detect,emoncms mqtt,192.168.1.15,1883,False
6ef6713e949f314d,PUBLISH,AI climate,MQTT Clima Comando,zara/domotics/AC/command,no,,,,domopi mqtt,192.168.1.20,1883,False
211aa45d39e85052,PUBLISH,AI climate,,alexa/vmc,no,0,false,,emoncms mqtt,192.168.1.15,1883,False
9174f8e2f9a59d15,PUBLISH,AI climate,,zara/domotics/clima_log_eventi,no,,,,emoncms mqtt,192.168.1.15,1883,False
4c010ca56b63a35a,SUBSCRIBE,AI climate,,zigbee2mqtt/TU-cucinaEsterno,no,2,,auto-detect,domopi mqtt,192.168.1.20,1883,False
e79697439834214f,SUBSCRIBE,AI climate,cmnd/vmc_max_notte,casa/clima/cmnd/vmc_max_notte,no,1,,auto-detect,domopi mqtt,192.168.1.20,1883,False
c2be297c7c72b3ed,SUBSCRIBE,AI climate,cmnd/min_off_time,casa/clima/cmnd/min_off_time,no,1,,auto-detect,domopi mqtt,192.168.1.20,1883,False
38506c0a385cc7f2,SUBSCRIBE,AI climate,cmnd/min_run_time,casa/clima/cmnd/min_run_time,no,1,,auto-detect,domopi mqtt,192.168.1.20,1883,False
428a528fe43820d5,SUBSCRIBE,AI climate,cmnd/target_humidex,casa/clima/cmnd/target_humidex,no,1,,auto-detect,domopi mqtt,192.168.1.20,1883,False
f8c0341febc8db4d,PUBLISH,AI climate,MQTT Pubblica Stato,,yes,1,true,,domopi mqtt,192.168.1.20,1883,False
b3513e59ea2aff51,SUBSCRIBE,AI climate,MQTT Clima Comando,zara/domotics/AC/command,no,2,,auto,domopi mqtt,192.168.1.20,1883,False
e71747aa1eb36dbb,PUBLISH,AI climate,EmonCMS Setpoint,emon/AC/command,no,2,true,,emoncms mqtt,192.168.1.15,1883,False
a9439746b542f7aa,SUBSCRIBE,AI climate,MQTT temperatura camera matrimoniale,emon/cameraMatrimoniale/temperature,no,2,,auto-detect,emoncms mqtt,192.168.1.15,1883,False
23f1684c4b4f8f1a,SUBSCRIBE,AI climate,,casa/clima/cmnd/+,no,2,,auto-detect,domopi mqtt,192.168.1.20,1883,False
27df66489554f4f7,PUBLISH,AI climate,,,yes,,,,emoncms mqtt,192.168.1.15,1883,False
4c383f56eeebd066,SUBSCRIBE,AI climate,cmnd/deficit_tolerance_time,casa/clima/cmnd/deficit_tolerance_time,no,1,,auto-detect,domopi mqtt,192.168.1.20,1883,False
b473d3282822b433,SUBSCRIBE,AI climate,,casa/clima/cmnd/AI_climate_enabling,no,2,,auto-detect,domopi mqtt,192.168.1.20,1883,False
mqtt_in_grace_mode,SUBSCRIBE,AI climate,cmnd/grace_mode_solar,casa/clima/cmnd/grace_mode_solar,no,1,,auto-detect,domopi mqtt,192.168.1.20,1883,False
mqtt_in_emergency,SUBSCRIBE,AI climate,cmnd/emergency_humidex_away,casa/clima/cmnd/emergency_humidex_away,no,1,,auto-detect,domopi mqtt,192.168.1.20,1883,False
cd2d44d667aa4546,SUBSCRIBE,AI climate,,zara/domotics/clima_log_eventi,no,2,,auto-detect,emoncms mqtt,192.168.1.15,1883,False
c9da61399ea20bf9,SUBSCRIBE,AI climate,,casa/clima/log_eventi,no,2,,auto-detect,domopi mqtt,192.168.1.20,1883,False
855eae97.45875,SUBSCRIBE,broadlink lights,,GiuseppeHomePresence,no,2,,,domopi mqtt,192.168.1.20,1883,False
4c3db21d.73e22c,PUBLISH,broadlink lights,,zara/domotics/lights/livinglamp,no,,true,,domopi mqtt,192.168.1.20,1883,False
a9d973a9.ca666,PUBLISH,broadlink lights,,zara/domotics/lights/shelflamp,no,,true,,domopi mqtt,192.168.1.20,1883,False
7ef048a0.7bf07,PUBLISH,broadlink lights,,zara/domotics/lights/tvlamp,no,,true,,domopi mqtt,192.168.1.20,1883,False
f4b93906.78c038,PUBLISH,broadlink lights,,zara/domotics/lights/poolfloor,no,,true,,domopi mqtt,192.168.1.20,1883,False
57163eb6.11361,PUBLISH,broadlink lights,,zara/domotics/lights/poollight,no,,true,,domopi mqtt,192.168.1.20,1883,False
460cbdd5.11dc5c,PUBLISH,broadlink lights,,zara/domotics/lights/poolskimmer,no,,true,,domopi mqtt,192.168.1.20,1883,False
7fb19688.1f8b3,PUBLISH,broadlink lights,,zara/domotics/lights/poolpump,no,,true,,domopi mqtt,192.168.1.20,1883,False
62a0e5b2.cc441c,SUBSCRIBE,broadlink lights,,emon/emontx3/power2,no,2,,auto,emoncms mqtt,192.168.1.15,1883,False
51d1f589.026fb4,SUBSCRIBE,broadlink lights,,zara/domotics/lights/poolpump,no,2,,,domopi mqtt,192.168.1.20,1883,False
ff0709d8.b27b28,SUBSCRIBE,broadlink lights,,zara/domotics/lights/poolskimmer,no,2,,,domopi mqtt,192.168.1.20,1883,False
7eeb65ca.76930c,PUBLISH,broadlink lights,,zara/domotics/lights/prolunga,no,,true,,domopi mqtt,192.168.1.20,1883,False
279aab3a.e79b14,PUBLISH,broadlink lights,,zara/domotics/lights/bedroomlight,no,,true,,domopi mqtt,192.168.1.20,1883,False
2c53a89cb0d491bc,PUBLISH,broadlink lights,,zara/domotics/lights/readinglight,no,,true,,domopi mqtt,192.168.1.20,1883,False
b2df9d03.86f89,SUBSCRIBE,broadlink lights,From LGTV,LGtv/Toast/,no,0,,auto,domopi mqtt,192.168.1.20,1883,False
493d47e8.92f8f8,SUBSCRIBE,broadlink lights,From LGTV,LGtv/power/,no,0,,auto,domopi mqtt,192.168.1.20,1883,False
daa02bcc.ab4158,PUBLISH,broadlink lights,,LGtv/power/status,no,0,,,domopi mqtt,192.168.1.20,1883,False
7dffb6bd4d8ed545,SUBSCRIBE,broadlink lights,From LGTV,LGtv/power/status,no,0,,utf8,domopi mqtt,192.168.1.20,1883,False
ef088f5328f83bfc,SUBSCRIBE,mqtt to emoncms,,tele/tasmotaFrigorifero/SENSOR,no,2,,auto-detect,domopi mqtt,192.168.1.20,1883,False
4daa01b7c59354ec,PUBLISH,mqtt to emoncms,,emon/tasmotaFrigorifero/power,no,2,true,,emoncms mqtt,192.168.1.15,1883,False
d67426a945affe95,PUBLISH,mqtt to emoncms,,emon/tasmotaFrigorifero/tasmotaVoltage,no,2,true,,emoncms mqtt,192.168.1.15,1883,False
2f81d0897a9a2aa1,PUBLISH,mqtt to emoncms,,cmnd/tasmotaFrigorifero/PowerOnState,no,,,,domopi mqtt,192.168.1.20,1883,False
6c99b0a362520faa,PUBLISH,mqtt to emoncms,,emon/tasmotaFrigorifero/tasmotaCurrent,no,2,true,,emoncms mqtt,192.168.1.15,1883,False
08d69022888b30e4,SUBSCRIBE,start local scripts,,emon/weather/tomorrowSolarIrradiance,no,2,,auto-detect,emoncms mqtt,192.168.1.15,1883,True
aad866f9.491f98,PUBLISH,Amazon Echo,,alexa/caminetto,no,0,false,,emoncms mqtt,192.168.1.15,1883,False
a1660e08.30f1d,PUBLISH,Amazon Echo,,alexa/vmc,no,0,false,,emoncms mqtt,192.168.1.15,1883,False
4e3186c6.76a36,PUBLISH,Amazon Echo,,alexa/ac,no,0,false,,emoncms mqtt,192.168.1.15,1883,False
3550d974.56579e,PUBLISH,Amazon Echo,,alexa/heatpump,no,0,false,,emoncms mqtt,192.168.1.15,1883,False
586006fd.94e,PUBLISH,Amazon Echo,,alexa/resetCaminetto,no,0,false,,emoncms mqtt,192.168.1.15,1883,False
a4999728.3f7868,PUBLISH,Amazon Echo,,shellies/shelly1-B8C284/relay/0/command,no,,true,,emoncms mqtt,192.168.1.15,1883,False
140c8f41.289a81,PUBLISH,Amazon Echo,,shellies/shelly1-B92AF0/relay/0/command,no,,true,,emoncms mqtt,192.168.1.15,1883,False
bf090f4a.4ff59,PUBLISH,Amazon Echo,,shellies/shelly1-B8B350/relay/0/command,no,,true,,emoncms mqtt,192.168.1.15,1883,False
dd2082bb.de78e8,PUBLISH,Amazon Echo,,shellies/shelly1-771284/relay/0/command,no,,true,,emoncms mqtt,192.168.1.15,1883,False
a8d5e704.072bd8,PUBLISH,Amazon Echo,,shellies/shelly1-98F4ABF294D7/relay/0/command,no,,true,,emoncms mqtt,192.168.1.15,1883,False
5f292e3229b8cad1,PUBLISH,Amazon Echo,,zara/domotics/attivaACS,no,1,true,,emoncms mqtt,192.168.1.15,1883,False
57ba378e.80ce78,SUBSCRIBE,Light Sensors,,/esp8266/lightSensor_1/#,no,2,,,domopi mqtt,192.168.1.20,1883,False
cdbc321e.68aeb,SUBSCRIBE,OwnTracks,,owntracks/#,no,2,,,domopi mqtt,192.168.1.20,1883,False
7e2c8f53.9c58c8,SUBSCRIBE,OwnTracks,,owntracks/zaradomo/giuseppe/event,no,2,,,domopi mqtt,192.168.1.20,1883,False
fd5dfe08.28c948,PUBLISH,OwnTracks,emoncms GiuseppeHomePresence,GiuseppeHomePresence,no,0,true,,emoncms mqtt,192.168.1.15,1883,False
2c8d6313.5bd76c,PUBLISH,OwnTracks,local GiuseppeHomePresence,GiuseppeHomePresence,no,0,true,,domopi mqtt,192.168.1.20,1883,False
562cb1cb.1daff8,SUBSCRIBE,ZigBee sensors,,zigbee2mqtt/bridge/info,no,2,,auto,domopi mqtt,192.168.1.20,1883,False
2bfb85b9.7f3ad2,SUBSCRIBE,ZigBee sensors,,zigbee2mqtt/IkeaMotion_ingresso_principale,no,2,,json,domopi mqtt,192.168.1.20,1883,False
4ba3c807.351a2,SUBSCRIBE,ZigBee sensors,,zigbee2mqtt/IkeaMotion_ingresso_secondario,no,2,,json,domopi mqtt,192.168.1.20,1883,False
1edd1fb0.25e7d,SUBSCRIBE,ZigBee sensors,,zigbee2mqtt/IkeaMotion_lavanderia,no,2,,json,domopi mqtt,192.168.1.20,1883,False
0dcfa64b91d5943f,SUBSCRIBE,ZigBee sensors,,zigbee2mqtt/IkeaMotion_pompeiana,no,2,,json,domopi mqtt,192.168.1.20,1883,False
d1ea62629f1947c3,PUBLISH,ZigBee sensors,,zigbee2mqtt/bridge/response/health_check,no,2,,,domopi mqtt,192.168.1.20,1883,False
e58adb7af8afe911,SUBSCRIBE,ZigBee sensors,,zigbee2mqtt/bridge/state,no,2,,auto-detect,domopi mqtt,192.168.1.20,1883,False
75bdad847c03443c,SUBSCRIBE,ZigBee sensors,,zigbee2mqtt/IkeaMotion_cucina_outdoor,no,2,,json,domopi mqtt,192.168.1.20,1883,False
049bcf3e907e8dcd,SUBSCRIBE,ZigBee sensors,,zigbee2mqtt/TU-centraleTermica,no,2,,auto,domopi mqtt,192.168.1.20,1883,False
1ce5c2963e0137e9,SUBSCRIBE,ZigBee sensors,,zigbee2mqtt/TU-cameraMatrimoniale,no,2,,auto,domopi mqtt,192.168.1.20,1883,True
0bfd78cd4d80d6f8,PUBLISH,ZigBee sensors,,emon/centraleTermica/temperature,no,2,true,,emoncms mqtt,192.168.1.15,1883,False
ec468e1fc94565f9,PUBLISH,ZigBee sensors,,emon/centraleTermica/humidity,no,2,true,,emoncms mqtt,192.168.1.15,1883,False
e4859aab94de7cae,PUBLISH,ZigBee sensors,,emon/cameraMatrimoniale/temperature,no,2,true,,emoncms mqtt,192.168.1.15,1883,False
df1d8a96e09bc6f6,PUBLISH,ZigBee sensors,,emon/cameraMatrimoniale/humidity,no,2,true,,emoncms mqtt,192.168.1.15,1883,False
a30457bf679f7fa6,SUBSCRIBE,ZigBee sensors,,zigbee2mqtt/TU-cameretta,no,2,,auto,domopi mqtt,192.168.1.20,1883,False
9848d9dc59a1ac04,SUBSCRIBE,ZigBee sensors,,zigbee2mqtt/TU-bagnoServizio,no,2,,auto,domopi mqtt,192.168.1.20,1883,False
2076483514080df8,PUBLISH,ZigBee sensors,,emon/cameretta/temperature,no,2,true,,emoncms mqtt,192.168.1.15,1883,False
453f0627b835bbe7,PUBLISH,ZigBee sensors,,emon/cameretta/humidity,no,2,true,,emoncms mqtt,192.168.1.15,1883,False
2769afc85e9923b1,PUBLISH,ZigBee sensors,,emon/bagnoServizio/temperature,no,2,true,,emoncms mqtt,192.168.1.15,1883,False
08cf0342c1d51037,PUBLISH,ZigBee sensors,,emon/bagnoServizio/humidity,no,2,true,,emoncms mqtt,192.168.1.15,1883,False
9171a11589f37c77,SUBSCRIBE,ZigBee sensors,,zigbee2mqtt/TU-cucinaEsterno,no,2,,auto,domopi mqtt,192.168.1.20,1883,True
539cddd44fd10b2c,PUBLISH,ZigBee sensors,,emon/weather/extTemp,no,2,true,,emoncms mqtt,192.168.1.15,1883,False
6a848cc7c0d01fca,PUBLISH,ZigBee sensors,,emon/weather/extHumidity,no,2,true,,emoncms mqtt,192.168.1.15,1883,False
3904eb33631e3a2a,SUBSCRIBE,ZigBee sensors,,zigbee2mqtt/Sonoff AirGuard TH esterno cucina,no,2,,auto,domopi mqtt,192.168.1.20,1883,False
cae48a9f3bae4832,SUBSCRIBE,ZigBee sensors,,zigbee2mqtt/Sonoff AirGuard TH camera matrimoniale,no,2,,auto,domopi mqtt,192.168.1.20,1883,False
b97a6c18.61fc9,SUBSCRIBE,opensprinkler relay,,opensprinkler/#,no,2,,auto,domopi mqtt,192.168.1.20,1883,False
700f2593.4b01dc,PUBLISH,opensprinkler relay,,,yes,,true,,emoncms mqtt,192.168.1.15,1883,False
e62cfd76.cc93d,SUBSCRIBE,Google Webhook,foto voltaico,emon/emontx3/power2,no,2,,,emoncms mqtt,192.168.1.15,1883,False
e62ce8f3.56b1e,SUBSCRIBE,Google Webhook,home power,emon/emontx3/power1,no,2,,,emoncms mqtt,192.168.1.15,1883,False
f243a1e0889b3bc9,SUBSCRIBE,emoncms devices,,cmnd/tasmota_F32F4F/#,no,2,,auto-detect,domopi mqtt,192.168.1.20,1883,False
beb976f6e584d4b5,PUBLISH,Diverter,,PWMController/value,no,,,,domopi mqtt,192.168.1.20,1883,False
bdd90eedd2a2fcb6,SUBSCRIBE,Diverter,,TeslaPowerwall/site_intant_power,no,2,,auto-detect,emoncms mqtt,192.168.1.15,1883,False
