flow,node_id,node_type,node_name,topic_literal
AI climate,96e723769e300aec,function,Machine Learning domotico locale ad alta precisione,emon/emonth5/temperature_calibrated
AI climate,96e723769e300aec,function,Machine Learning domotico locale ad alta precisione,system/boot
AI climate,96e723769e300aec,function,Machine Learning domotico locale ad alta precisione,zara/android/domotica
AI climate,96e723769e300aec,function,Machine Learning domotico locale ad alta precisione,zara/domotics/BedroomHumidex
AI climate,96e723769e300aec,function,Machine Learning domotico locale ad alta precisione,zara/domotics/LivingHumidex
AI climate,96e723769e300aec,function,Machine Learning domotico locale ad alta precisione,zigbee2mqtt/TU-cucinaEsterno
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,${baseTopic}/casa/clima/stato_completo
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,/esp8266/brink/fanspeed
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,Europe/Rome
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,N/A
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,TeslaPowerwall/SOE
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,TeslaPowerwall/load_instant_power
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,TeslaPowerwall/solar_instant_power
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,broadlink/cmd
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,casa/clima/log_eventi
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,casa/clima/stato_completo
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,emon/AC/emeter_power
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,emon/cameraMatrimoniale/temperature
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,emon/emonth5/temperature_calibrated
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,system/boot
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,zara/android/domotica
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,zara/domotics/BedroomHumidex
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,zara/domotics/LivingHumidex
AI climate,bd8f422a0d46006f,function,Machine Learning domotico locale ad alta precisione,zigbee2mqtt/TU-cucinaEsterno
broadlink lights,da3f61ba.d6d85,function,,zara/domotics/lights/poolskimmer
Amazon Echo,c2c4c5f318910c45,function,function 16,zara/domotics/attivaACS
OwnTracks,e4209f86.9a29f,function,,owntracks/emonpi/lex2/event
ZigBee sensors,4977de5e4ca7ab01,function,function 8,zigbee2mqtt/bridge/state
Google Webhook,af445acb.8dd568,function,,application/json
Google Webhook,c0bc4291.27fcc8,function,,application/json
Google Webhook,2a240fcb.72e0d,function,,application/json
Google Webhook,c5221a0.e8fe9e8,function,,application/json
Google Webhook,ce1e9d9.db52a6,function,,application/json
Google Webhook,1156765e.13e4ba,function,,application/json
Google Webhook,9049f6e.81e7e88,function,,application/json
Google Webhook,b5ca79eb.798a88,function,,application/json
Google Webhook,6d985889.c594c,function,,application/json
Google Webhook,79608a2f.8845a4,function,,application/json
Google Webhook,e94032bf.66faf8,function,,application/json
Google Webhook,60df49f5.61637,function,,application/json
Google Webhook,1e7fabda.1943e4,function,,application/json
Google Webhook,b10543f8.ac91e,function,,application/json
Google Webhook,b10543f8.ac91e,function,,emon/emontx3/power1
Google Webhook,b10543f8.ac91e,function,,emon/emontx3/power2
